Country,ds,final_prediction
Sri Lanka,2008-01-01,72.19035346378955
Suriname,2008-01-01,66.57396430621867
Syria,2008-01-01,72.65128826219208
Thailand,2008-01-01,76.35664245671211
Tokelau,2008-01-01,75.84196402249047
Tonga,2008-01-01,70.21931317008789
Trinidad and Tobago,2008-01-01,69.90739890758772
Tunisia,2008-01-01,78.5197657595375
Turkey,2008-01-01,76.7966833393647
Turkmenistan,2008-01-01,67.08006082252372
Turks and Caicos Islands,2008-01-01,76.30802789572417
United Arab Emirates,2008-01-01,76.16815580268425
Uzbekistan,2008-01-01,67.68645916543646
Vanuatu,2008-01-01,73.03489133792027
Venezuela,2008-01-01,73.12480381207307
Vietnam,2008-01-01,77.33340054690613
Wallis and Futuna,2008-01-01,83.69192163521869
Albania,2009-01-01,75.34545407066602
Anguilla,2009-01-01,79.47037830234298
Armenia,2009-01-01,73.7965752985499
Azerbaijan,2009-01-01,67.30692770902148
Bahamas,2009-01-01,74.46537797992457
Bahrain,2009-01-01,72.9124431557286
Belize,2009-01-01,68.90105060918212
Bosnia and Herzegovina,2009-01-01,71.4366833445368
Brazil,2009-01-01,74.56799409711866
British Virgin Islands,2009-01-01,73.27339742820224
Brunei,2009-01-01,75.52297213684346
Cape Verde,2009-01-01,74.85708271345652
Cayman Islands,2009-01-01,75.18299159658487
Chile,2009-01-01,81.76439957622523
China,2009-01-01,76.88956431769583
Colombia,2009-01-01,72.95058184149389
Cook Islands,2009-01-01,65.97474593956068
Dominica,2009-01-01,68.44672302349406
Dominican Republic,2009-01-01,74.1634722722592
Ecuador,2009-01-01,79.30030314303247
Falkland Islands,2009-01-01,77.82432543432387
Fiji,2009-01-01,66.59624949834327
French Guiana,2009-01-01,75.28143258183817
French Polynesia,2009-01-01,85.69430945670113
Georgia,2009-01-01,71.19179135469942
Greenland,2009-01-01,66.32375230338332
Grenada,2009-01-01,73.28004609675754
Guadeloupe,2009-01-01,80.33369064265632
Guam,2009-01-01,78.38738929752677
Guyana,2009-01-01,64.54490472703822
Jamaica,2009-01-01,71.42545289563009
Jordan,2009-01-01,72.25808602218575
Kazakhstan,2009-01-01,65.90425071923426
Kosovo,2009-01-01,77.49405281165801
Kuwait,2009-01-01,77.72022948834115
Kyrgyzstan,2009-01-01,68.59874217944568
Lebanon,2009-01-01,82.97739919935393
Malaysia,2009-01-01,73.95658105909192
Mauritius,2009-01-01,75.41939377985895
Mayotte,2009-01-01,76.77604787937304
Mexico,2009-01-01,76.26476395200172
Micronesia (country),2009-01-01,71.95529107025475
Moldova,2009-01-01,66.73762257081863
Montserrat,2009-01-01,75.60081414036571
New Caledonia,2009-01-01,78.0743975270772
Niue,2009-01-01,65.9896539643396
North Korea,2009-01-01,55.60473552186407
North Macedonia,2009-01-01,73.1978693283643
Palestine,2009-01-01,77.74043265491967
Panama,2009-01-01,76.07737867921426
Paraguay,2009-01-01,73.6085316330683
Peru,2009-01-01,77.01801013206021
Philippines,2009-01-01,72.71182477157495
Qatar,2009-01-01,76.40223418561892
Reunion,2009-01-01,79.35074992895095
Russia,2009-01-01,62.79069043200962
Saint Kitts and Nevis,2009-01-01,73.29619871386349
Saint Lucia,2009-01-01,70.96390118903369
Saint Vincent and the Grenadines,2009-01-01,69.95802368796255
Samoa,2009-01-01,73.42802350167636
Saudi Arabia,2009-01-01,79.49300766018584
Seychelles,2009-01-01,74.00331160759009
South Korea,2009-01-01,75.4507899948103
Sri Lanka,2009-01-01,72.24212057970591
Suriname,2009-01-01,66.72544942784111
Syria,2009-01-01,72.7740198533331
Thailand,2009-01-01,76.76244721103552
Tokelau,2009-01-01,76.35839568714289
Tonga,2009-01-01,70.38663859286345
Trinidad and Tobago,2009-01-01,69.98192357490116
Tunisia,2009-01-01,79.01831618593131
Turkey,2009-01-01,77.43179576824903
Turkmenistan,2009-01-01,67.34100492607784
Turks and Caicos Islands,2009-01-01,76.6404207899227
United Arab Emirates,2009-01-01,76.2871281816152
Uzbekistan,2009-01-01,67.91308174476836
Vanuatu,2009-01-01,73.49877017969216
Venezuela,2009-01-01,73.17776853320889
Vietnam,2009-01-01,77.93583869431777
Wallis and Futuna,2009-01-01,84.82288059867844
Albania,2010-01-01,75.29057039692273
Anguilla,2010-01-01,79.92332943860927
Armenia,2010-01-01,74.23441702034233
Azerbaijan,2010-01-01,67.6482905119616
Bahamas,2010-01-01,74.7967500398551
Bahrain,2010-01-01,72.56382196495086
Belize,2010-01-01,68.78538436150829
Bosnia and Herzegovina,2010-01-01,71.35380653185697
Brazil,2010-01-01,75.12808192875401
British Virgin Islands,2010-01-01,73.1370617969494
Brunei,2010-01-01,75.67435292356522
Cape Verde,2010-01-01,75.55292568479936
Cayman Islands,2010-01-01,75.3676235787624
Chile,2010-01-01,82.33251887876197
China,2010-01-01,77.37512462124856
Colombia,2010-01-01,73.14198516884396
Cook Islands,2010-01-01,65.58226193279502
Dominica,2010-01-01,68.04292246061542
Dominican Republic,2010-01-01,74.63378813251384
Ecuador,2010-01-01,80.02547150045342
Falkland Islands,2010-01-01,79.18114842862289
Fiji,2010-01-01,66.64478401845511
French Guiana,2010-01-01,75.50721114115036
French Polynesia,2010-01-01,86.5100521630877
Georgia,2010-01-01,71.38509126169185
Greenland,2010-01-01,66.27060487419654
Grenada,2010-01-01,73.38072597454602
Guadeloupe,2010-01-01,80.66665464699904
Guam,2010-01-01,78.78641786292907
Guyana,2010-01-01,64.64766248391551
Jamaica,2010-01-01,71.42843052752367
Jordan,2010-01-01,72.25300366706206
Kazakhstan,2010-01-01,66.0732183547246
Kosovo,2010-01-01,77.97670356861697
Kuwait,2010-01-01,77.80688885172182
Kyrgyzstan,2010-01-01,68.9574576407613
Lebanon,2010-01-01,84.27406003869437
Malaysia,2010-01-01,74.02777846855979
Mauritius,2010-01-01,75.83031671812883
Mayotte,2010-01-01,76.92375670746753
Mexico,2010-01-01,76.60338945142003
Micronesia (country),2010-01-01,72.2161514163667
Moldova,2010-01-01,66.76502940034895
Montserrat,2010-01-01,75.70973971816751
New Caledonia,2010-01-01,78.56734960910411
Niue,2010-01-01,65.82760388974569
North Korea,2010-01-01,54.48939142032172
North Macedonia,2010-01-01,73.19353617328474
Palestine,2010-01-01,78.46684792608009
Panama,2010-01-01,76.33434239123096
Paraguay,2010-01-01,74.06986159232116
Peru,2010-01-01,77.82825839908936
Philippines,2010-01-01,73.18045239178983
Qatar,2010-01-01,76.50253328011699
Reunion,2010-01-01,79.71169873234103
Russia,2010-01-01,62.50739853072206
Saint Kitts and Nevis,2010-01-01,73.78266628845257
Saint Lucia,2010-01-01,70.8823892235777
Saint Vincent and the Grenadines,2010-01-01,69.66921168281327
Samoa,2010-01-01,73.7379585929703
Saudi Arabia,2010-01-01,80.17435313851084
Seychelles,2010-01-01,74.36993944561651
South Korea,2010-01-01,75.40703028592483
Sri Lanka,2010-01-01,72.29071888134132
Suriname,2010-01-01,66.8792296522652
Syria,2010-01-01,72.88987152280777
Thailand,2010-01-01,77.16814039395648
Tokelau,2010-01-01,76.88606118220497
Tonga,2010-01-01,70.5558327380242
Trinidad and Tobago,2010-01-01,70.05716320828218
Tunisia,2010-01-01,79.51389504645394
Turkey,2010-01-01,78.0763016633392
Turkmenistan,2010-01-01,67.60612347343906
Turks and Caicos Islands,2010-01-01,76.9734360086364
United Arab Emirates,2010-01-01,76.3938176230498
Uzbekistan,2010-01-01,68.1453879725943
Vanuatu,2010-01-01,73.96670911421337
Venezuela,2010-01-01,73.22519516639358
Vietnam,2010-01-01,78.54968348839927
Wallis and Futuna,2010-01-01,85.97404507848083
Albania,2011-01-01,75.22208095346642
Anguilla,2011-01-01,80.3839597212836
Armenia,2011-01-01,74.68503009303919
Azerbaijan,2011-01-01,67.9994618556934
Bahamas,2011-01-01,75.13733574281255
Bahrain,2011-01-01,72.18859910705508
Belize,2011-01-01,68.66101267384799
Bosnia and Herzegovina,2011-01-01,71.2633654970151
Brazil,2011-01-01,75.6979921293478
British Virgin Islands,2011-01-01,72.988368871661
Brunei,2011-01-01,75.8223715312545
Cape Verde,2011-01-01,76.26204749360177
Cayman Islands,2011-01-01,75.55198265167994
Chile,2011-01-01,82.90888793661898
China,2011-01-01,77.86272984556517
Colombia,2011-01-01,73.33275139744372
Cook Islands,2011-01-01,65.16829927227661
Dominica,2011-01-01,67.61922022818266
Dominican Republic,2011-01-01,75.10875677681553
Ecuador,2011-01-01,80.76362221370678
Falkland Islands,2011-01-01,80.57628296793654
Fiji,2011-01-01,66.69237671860826
French Guiana,2011-01-01,75.73174108148801
French Polynesia,2011-01-01,87.34132769811534
Georgia,2011-01-01,71.58332180574003
Greenland,2011-01-01,66.21209046839152
Grenada,2011-01-01,73.4801573050085
Guadeloupe,2011-01-01,81.00047657086898
Guam,2011-01-01,79.19230713355357
Guyana,2011-01-01,64.75332487229723
Jamaica,2011-01-01,71.42999410398136
Jordan,2011-01-01,72.23649946114213
Kazakhstan,2011-01-01,66.24818390380968
Kosovo,2011-01-01,78.470877487397
Kuwait,2011-01-01,77.88569732716223
Kyrgyzstan,2011-01-01,69.32497777528081
Lebanon,2011-01-01,85.61104230768098
Malaysia,2011-01-01,74.09264257765267
Mauritius,2011-01-01,76.24680689066504
Mayotte,2011-01-01,77.06407828527507
Mexico,2011-01-01,76.94254357371057
Micronesia (country),2011-01-01,72.47953522379059
Moldova,2011-01-01,66.79388639617554
Montserrat,2011-01-01,75.81282042363985
New Caledonia,2011-01-01,79.06665419331274
Niue,2011-01-01,65.65955038462006
North Korea,2011-01-01,53.32996140359117
North Macedonia,2011-01-01,73.18075393666771
Palestine,2011-01-01,79.20453544590104
Panama,2011-01-01,76.5942584526747
Paraguay,2011-01-01,74.54411529890692
Peru,2011-01-01,78.65436549558214
Philippines,2011-01-01,73.66116869569218
Qatar,2011-01-01,76.59843702374503
Reunion,2011-01-01,80.07318060081234
Russia,2011-01-01,62.22012870291435
Saint Kitts and Nevis,2011-01-01,74.28090722153796
Saint Lucia,2011-01-01,70.79119474709859
Saint Vincent and the Grenadines,2011-01-01,69.3649978225402
Samoa,2011-01-01,74.05003547384398
Saudi Arabia,2011-01-01,80.86153259858837
Seychelles,2011-01-01,74.74068678766312
South Korea,2011-01-01,75.34653677569783
Sri Lanka,2011-01-01,72.33675983190895
Suriname,2011-01-01,67.03591644270409
Syria,2011-01-01,72.99945473382928
Thailand,2011-01-01,77.57433346868815
Tokelau,2011-01-01,77.4255719708899
Tonga,2011-01-01,70.7275070687833
Trinidad and Tobago,2011-01-01,70.13372927094393
Tunisia,2011-01-01,80.00711380431854
Turkey,2011-01-01,78.7308124878484
Turkmenistan,2011-01-01,67.87602792782054
Turks and Caicos Islands,2011-01-01,77.30768501507842
United Arab Emirates,2011-01-01,76.48883559020119
Uzbekistan,2011-01-01,68.3839893121275
Vanuatu,2011-01-01,74.43931960469712
Venezuela,2011-01-01,73.26769517484033
Vietnam,2011-01-01,79.17554639236383
Wallis and Futuna,2011-01-01,87.146026537839
Albania,2012-01-01,75.1399857402971
Anguilla,2012-01-01,80.85226915036601
Armenia,2012-01-01,75.14841451664047
Azerbaijan,2012-01-01,68.36044174021686
Bahamas,2012-01-01,75.48713508879699
Bahrain,2012-01-01,71.78677458204126
Belize,2012-01-01,68.52793554620123
Bosnia and Herzegovina,2012-01-01,71.16536024001122
Brazil,2012-01-01,76.27772469890002
British Virgin Islands,2012-01-01,72.82731865233708
Brunei,2012-01-01,75.96702795991132
Cape Verde,2012-01-01,76.98444813986377
Cayman Islands,2012-01-01,75.73606881533748
Chile,2012-01-01,83.49350674979627
China,2012-01-01,78.35237999064567
Colombia,2012-01-01,73.52288052729318
Cook Islands,2012-01-01,64.73285795800548
Dominica,2012-01-01,67.17561632619581
Dominican Republic,2012-01-01,75.58837820516425
Ecuador,2012-01-01,81.51475528279256
Falkland Islands,2012-01-01,82.00972905226483
Fiji,2012-01-01,66.73902759880272
French Guiana,2012-01-01,75.95502240285114
French Polynesia,2012-01-01,88.18813606178406
Georgia,2012-01-01,71.78648298684399
Greenland,2012-01-01,66.14820908596832
Grenada,2012-01-01,73.57834008814498
Guadeloupe,2012-01-01,81.3351564142662
Guam,2012-01-01,79.60505710940025
Guyana,2012-01-01,64.8618918921834
Jamaica,2012-01-01,71.43014362500315
Jordan,2012-01-01,72.20857340442598
Kazakhstan,2012-01-01,66.4291473664895
Kosovo,2012-01-01,78.97657456799814
Kuwait,2012-01-01,77.95665491466241
Kyrgyzstan,2012-01-01,69.7013025830042
Lebanon,2012-01-01,86.98834600631375
Malaysia,2012-01-01,74.15117338637054
Mauritius,2012-01-01,76.66886429746761
Mayotte,2012-01-01,77.19701261279567
Mexico,2012-01-01,77.28222631887333
Micronesia (country),2012-01-01,72.74544249252644
Moldova,2012-01-01,66.82419355829836
Montserrat,2012-01-01,75.91005625678271
New Caledonia,2012-01-01,79.57231127970307
Niue,2012-01-01,65.4854934489627
North Korea,2012-01-01,52.12644547167244
North Macedonia,2012-01-01,73.15952261851324
Palestine,2012-01-01,79.95349521438254
Panama,2012-01-01,76.85712686354547
Paraguay,2012-01-01,75.03129275282555
Peru,2012-01-01,79.4963314215385
Philippines,2012-01-01,74.15397368328206
Qatar,2012-01-01,76.68994541650305
Reunion,2012-01-01,80.4351955343649
Russia,2012-01-01,61.92888094858654
Saint Kitts and Nevis,2012-01-01,74.79092151311966
Saint Lucia,2012-01-01,70.69031775959635
Saint Vincent and the Grenadines,2012-01-01,69.04538210714333
Samoa,2012-01-01,74.36425414429738
Saudi Arabia,2012-01-01,81.55454604041847
Seychelles,2012-01-01,75.11555363372995
South Korea,2012-01-01,75.26930946412928
Sri Lanka,2012-01-01,72.38024343140881
Suriname,2012-01-01,67.1955097991578
Syria,2012-01-01,73.10276948639763
Thailand,2012-01-01,77.98102643523055
Tokelau,2012-01-01,77.9769280531977
Tonga,2012-01-01,70.90166158514077
Trinidad and Tobago,2012-01-01,70.21162176288645
Tunisia,2012-01-01,80.49797245952513
Turkey,2012-01-01,79.39532824177664
Turkmenistan,2012-01-01,68.1507182892223
Turks and Caicos Islands,2012-01-01,77.64316780924878
United Arab Emirates,2012-01-01,76.57218208306942
Uzbekistan,2012-01-01,68.62888576336792
Vanuatu,2012-01-01,74.9166016511434
Venezuela,2012-01-01,73.30526855854914
Vietnam,2012-01-01,79.81342740621145
Wallis and Futuna,2012-01-01,88.33882497675302
Albania,2013-01-01,75.04489622062793
Anguilla,2013-01-01,81.32886918906961
Armenia,2013-01-01,75.62518175435935
Azerbaijan,2013-01-01,68.73184162874513
Bahamas,2013-01-01,75.84675954102153
Bahrain,2013-01-01,71.35895985312254
Belize,2013-01-01,68.38676444178115
Bosnia and Herzegovina,2013-01-01,71.06040222405846
Brazil,2013-01-01,76.8678911006238
British Virgin Islands,2013-01-01,72.65452260219077
Brunei,2013-01-01,76.10893367274879
Cape Verde,2013-01-01,77.7207390867985
Cayman Islands,2013-01-01,75.92049353294819
Chile,2013-01-01,84.08698678150697
China,2013-01-01,78.84468651970323
Colombia,2013-01-01,73.71298402160551
Cook Islands,2013-01-01,64.27654945319479
Dominica,2013-01-01,66.71272221786803
Dominican Republic,2013-01-01,76.07326388077314
Ecuador,2013-01-01,82.2794821709239
Falkland Islands,2013-01-01,83.4820981448209
Fiji,2013-01-01,66.78534812225163
French Guiana,2013-01-01,76.17766656845289
French Polynesia,2013-01-01,89.05108871730701
Georgia,2013-01-01,71.99518626821688
Greenland,2013-01-01,66.07957219014006
Grenada,2013-01-01,73.67588578716864
Guadeloupe,2013-01-01,81.67130564040379
Guam,2013-01-01,80.02527925368226
Guyana,2013-01-01,64.97397500678716
Jamaica,2013-01-01,71.4294905538022
Jordan,2013-01-01,72.16983696012676
Kazakhstan,2013-01-01,66.61672020597723
Kosovo,2013-01-01,79.4944062736335
Kuwait,2013-01-01,78.02037307743548
Kyrgyzstan,2013-01-01,70.08704352714464
Lebanon,2013-01-01,88.40658259780585
Malaysia,2013-01-01,74.20398235792658
Mauritius,2013-01-01,77.09710040174969
Mayotte,2013-01-01,77.32317115324248
Mexico,2013-01-01,77.62304915012147
Micronesia (country),2013-01-01,73.0144846857874
Moldova,2013-01-01,66.8565623499306
Montserrat,2013-01-01,76.00205868080926
New Caledonia,2013-01-01,80.08493233148826
Niue,2013-01-01,65.30604454598678
North Korea,2013-01-01,50.87945508777867
North Macedonia,2013-01-01,73.13045368203446
Palestine,2013-01-01,80.71433869473773
Panama,2013-01-01,77.12355908705644
Paraguay,2013-01-01,75.53200541729025
Peru,2013-01-01,80.35476764017163
Philippines,2013-01-01,74.65947881777258
Qatar,2013-01-01,76.77766992160421
Reunion,2013-01-01,80.79835499621183
Russia,2013-01-01,61.63426673095176
Saint Kitts and Nevis,2013-01-01,75.31332062641083
Saint Lucia,2013-01-01,70.58036972428415
Saint Vincent and the Grenadines,2013-01-01,68.71097599983582
Samoa,2013-01-01,74.68122606754368
Saudi Arabia,2013-01-01,82.25400492721428
Seychelles,2013-01-01,75.49515144703012
South Korea,2013-01-01,75.17595981443236
Sri Lanka,2013-01-01,72.42178114305406
Suriname,2013-01-01,67.35862118483948
Syria,2013-01-01,73.20042724372598
Thailand,2013-01-01,78.38883075679682
Tokelau,2013-01-01,78.54074089234152
Tonga,2013-01-01,71.07890775030977
Trinidad and Tobago,2013-01-01,70.29145214732289
Tunisia,2013-01-01,80.98708247528688
Turkey,2013-01-01,80.07046038833708
Turkmenistan,2013-01-01,68.43080602085749
Turks and Caicos Islands,2013-01-01,77.98049585436063
United Arab Emirates,2013-01-01,76.64446856486761
Uzbekistan,2013-01-01,68.88068878952873
Vanuatu,2013-01-01,75.39916671676535
Venezuela,2013-01-01,73.33852678073318
Vietnam,2013-01-01,80.4639379931553
Wallis and Futuna,2013-01-01,89.55305185843599
Albania,2014-01-01,74.93558946803256
Anguilla,2014-01-01,81.81253691096806
Armenia,2014-01-01,76.11410887976943
Azerbaijan,2014-01-01,69.11243859485188
Bahamas,2014-01-01,76.21498617305983
Bahrain,2014-01-01,70.90393199387259
Belize,2014-01-01,68.23627643416143
Bosnia and Herzegovina,2014-01-01,70.94726852273047
Brazil,2014-01-01,77.46726840809282
British Virgin Islands,2014-01-01,72.46875779479572
Brunei,2014-01-01,76.24686574334059
Cape Verde,2014-01-01,78.46969740797961
Cayman Islands,2014-01-01,76.1040338780857
Chile,2014-01-01,84.68810510532475
China,2014-01-01,79.33842650631149
Colombia,2014-01-01,73.90183895395433
Cook Islands,2014-01-01,63.79815083141816
Dominica,2014-01-01,66.22931497677295
Dominican Republic,2014-01-01,76.56219087721588
Ecuador,2014-01-01,83.05657995167446
Falkland Islands,2014-01-01,84.9921673191784
Fiji,2014-01-01,66.83011536252866
French Guiana,2014-01-01,76.39845065186692
French Polynesia,2014-01-01,89.92896273825785
Georgia,2014-01-01,72.20820872343234
Greenland,2014-01-01,66.00495685448038
Grenada,2014-01-01,73.77157147565308
Guadeloupe,2014-01-01,82.00770132285543
Guam,2014-01-01,80.45175063997326
Guyana,2014-01-01,65.08835128968215
Jamaica,2014-01-01,71.42681196395216
Jordan,2014-01-01,72.11906720181813
Kazakhstan,2014-01-01,66.8096794958465
Kosovo,2014-01-01,80.02314967787676
Kuwait,2014-01-01,78.0756288890551
Kyrgyzstan,2014-01-01,70.48097768127577
Lebanon,2014-01-01,89.8645291557309
Malaysia,2014-01-01,74.24984656589442
Mauritius,2014-01-01,77.53029227708491
Mayotte,2014-01-01,77.44133098018915
Mexico,2014-01-01,77.96378914102864
Micronesia (country),2014-01-01,73.2854388771471
Moldova,2014-01-01,66.88976984464588
Montserrat,2014-01-01,76.08760476929314
New Caledonia,2014-01-01,80.60329442224196
Niue,2014-01-01,65.11998074926593
North Korea,2014-01-01,49.58776732548351
North Macedonia,2014-01-01,73.09232420080502
Palestine,2014-01-01,81.48584296054025
Panama,2014-01-01,77.39233219678124
Paraguay,2014-01-01,76.04503036587462
Peru,2014-01-01,81.22845122505517
Philippines,2014-01-01,75.17646117273742
Qatar,2014-01-01,76.86038761262215
Reunion,2014-01-01,81.16143605992681
Russia,2014-01-01,61.33506312358365
Saint Kitts and Nevis,2014-01-01,75.84688163498508
Saint Lucia,2014-01-01,70.46012771473565
Saint Vincent and the Grenadines,2014-01-01,68.36055657419132
Samoa,2014-01-01,74.9997283171565
Saudi Arabia,2014-01-01,82.95868633254946
Seychelles,2014-01-01,75.87825730113732
South Korea,2014-01-01,75.0652649001807
Sri Lanka,2014-01-01,72.46015004041834
Suriname,2014-01-01,67.52402767332279
Syria,2014-01-01,73.29120507938799
Thailand,2014-01-01,78.79652350696063
Tokelau,2014-01-01,79.11578756189499
Tonga,2014-01-01,71.25802263786393
Trinidad and Tobago,2014-01-01,70.37199749782687
Tunisia,2014-01-01,81.47322092517742
Turkey,2014-01-01,80.75498600110336
Turkmenistan,2014-01-01,68.71506819629975
Turks and Caicos Islands,2014-01-01,78.31844622398762
United Arab Emirates,2014-01-01,76.70447210916942
Uzbekistan,2014-01-01,69.13817546418358
Vanuatu,2014-01-01,75.88579187513665
Venezuela,2014-01-01,73.36624691496607
Vietnam,2014-01-01,81.125855226769
Wallis and Futuna,2014-01-01,90.7874842564616
Albania,2015-01-01,74.81267694572418
Anguilla,2015-01-01,82.3038837792746
Armenia,2015-01-01,76.61580735608398
Azerbaijan,2015-01-01,69.50284410175031
Bahamas,2015-01-01,76.59242644812511
Bahrain,2015-01-01,70.42230246750462
Belize,2015-01-01,68.07708298655524
Bosnia and Herzegovina,2015-01-01,70.82657059924047
Brazil,2015-01-01,78.07646808452027
British Virgin Islands,2015-01-01,72.27063569336516
Brunei,2015-01-01,76.38143563489994
Cape Verde,2015-01-01,79.23193456662032
Cayman Islands,2015-01-01,76.28730131396324
Chile,2015-01-01,85.29747318446282
China,2015-01-01,79.83421141368368
Colombia,2015-01-01,74.09005678755288
Cook Islands,2015-01-01,63.29827355588883
Dominica,2015-01-01,65.7260060661238
Dominican Republic,2015-01-01,77.05577065770566
Ecuador,2015-01-01,83.84666008825747
Falkland Islands,2015-01-01,86.54054803855057
Fiji,2015-01-01,66.873940782847
French Guiana,2015-01-01,76.61798611630644
French Polynesia,2015-01-01,90.82236958784978
Georgia,2015-01-01,72.42616181570358
Greenland,2015-01-01,65.9249745422025
Grenada,2015-01-01,73.86600861681156
Guadeloupe,2015-01-01,82.34495492483434
Guam,2015-01-01,80.88508273148646
Guyana,2015-01-01,65.20563220408161
Jamaica,2015-01-01,71.42271931866625
Jordan,2015-01-01,72.0568755927133
Kazakhstan,2015-01-01,67.00863669931053
Kosovo,2015-01-01,80.56341624394112
Kuwait,2015-01-01,78.12303381273448
Kyrgyzstan,2015-01-01,70.8837165086108
Lebanon,2015-01-01,91.36279714330215
Malaysia,2015-01-01,74.28937747348726
Mauritius,2015-01-01,77.9690513866865
Mayotte,2015-01-01,77.5521035568489
Mexico,2015-01-01,78.30505775480806
Micronesia (country),2015-01-01,73.55891652981877
Moldova,2015-01-01,66.92442750565745
Montserrat,2015-01-01,76.16730598544756
New Caledonia,2015-01-01,81.12800901517738
Niue,2015-01-01,64.92791352201338
North Korea,2015-01-01,48.25199364800017
North Macedonia,2015-01-01,73.04574563803816
Palestine,2015-01-01,82.26861947500335
Panama,2015-01-01,77.66405765593309
Paraguay,2015-01-01,76.57097906179192
Peru,2015-01-01,82.11799363940233
Philippines,2015-01-01,75.70553221138977
Qatar,2015-01-01,76.9387099527701
Reunion,2015-01-01,81.52505018872304
Russia,2015-01-01,61.031881589695445
Saint Kitts and Nevis,2015-01-01,76.39221600205568
Saint Lucia,2015-01-01,70.33020319416403
Saint Vincent and the Grenadines,2015-01-01,67.99473529342305
Samoa,2015-01-01,75.32037235634908
Saudi Arabia,2015-01-01,83.66920171963723
Seychelles,2015-01-01,76.26548265926475
South Korea,2015-01-01,74.9378361845875
Sri Lanka,2015-01-01,72.49596158671487
Suriname,2015-01-01,67.69234072782092
Syria,2015-01-01,73.37571445659685
Thailand,2015-01-01,79.20471614893518
Tokelau,2015-01-01,79.70267952507133
Tonga,2015-01-01,71.43961771101648
Trinidad and Tobago,2015-01-01,70.45386927761164
Tunisia,2015-01-01,81.95699927240996
Turkey,2015-01-01,81.4495165432887
Turkmenistan,2015-01-01,69.00411627876231
Turks and Caicos Islands,2015-01-01,78.65763038134295
United Arab Emirates,2015-01-01,76.75280417918806
Uzbekistan,2015-01-01,69.40195725054568
Vanuatu,2015-01-01,76.37708858947047
Venezuela,2015-01-01,73.38904042446104
Vietnam,2015-01-01,81.7997905702658
Wallis and Futuna,2015-01-01,92.04273363404303
Albania,2016-01-01,74.67615865370277
Anguilla,2016-01-01,82.80290979398916
Armenia,2016-01-01,77.13027718330292
Azerbaijan,2016-01-01,69.9030581494404
Bahamas,2016-01-01,76.97908036621733
Bahrain,2016-01-01,69.91407127401857
Belize,2016-01-01,67.90918409896257
Bosnia and Herzegovina,2016-01-01,70.69830845358841
Brazil,2016-01-01,78.69549012990615
British Virgin Islands,2016-01-01,72.06015629789904
Brunei,2016-01-01,76.51264334742679
Cape Verde,2016-01-01,80.00745056272059
Cayman Islands,2016-01-01,76.47029584058077
Chile,2016-01-01,85.91509101892113
China,2016-01-01,80.33204124181972
Colombia,2016-01-01,74.27763752240111
Cook Islands,2016-01-01,62.77691762660675
Dominica,2016-01-01,65.20279548592055
Dominican Republic,2016-01-01,77.55400322224247
Ecuador,2016-01-01,84.64972258067284
Falkland Islands,2016-01-01,88.12724030293734
Fiji,2016-01-01,66.91682438320663
French Guiana,2016-01-01,76.8362729617714
French Polynesia,2016-01-01,91.73130926608277
Georgia,2016-01-01,72.64904554503056
Greenland,2016-01-01,65.83962525330642
Grenada,2016-01-01,73.959197210644
Guadeloupe,2016-01-01,82.68306644634046
Guam,2016-01-01,81.32527552822182
Guyana,2016-01-01,65.3258177499855
Jamaica,2016-01-01,71.41721261794441
Jordan,2016-01-01,71.98326213281221
Kazakhstan,2016-01-01,67.21359181636929
Kosovo,2016-01-01,81.11520597182654
Kuwait,2016-01-01,78.16258784847358
Kyrgyzstan,2016-01-01,71.2952600091497
Lebanon,2016-01-01,92.90138656051954
Malaysia,2016-01-01,74.32257508070509
Mauritius,2016-01-01,78.41337773055442
Mayotte,2016-01-01,77.65548888322168
Mexico,2016-01-01,78.64685499145969
Micronesia (country),2016-01-01,73.83491764380237
Moldova,2016-01-01,66.96053533296525
Montserrat,2016-01-01,76.24116232927248
New Caledonia,2016-01-01,81.6590761102945
Niue,2016-01-01,64.72984286422908
North Korea,2016-01-01,46.87213405532863
North Macedonia,2016-01-01,72.99071799373382
Palestine,2016-01-01,83.06266823812695
Panama,2016-01-01,77.93873546451195
Paraguay,2016-01-01,77.10985150504209
Peru,2016-01-01,83.02339488321307
Philippines,2016-01-01,76.2466919337296
Qatar,2016-01-01,77.01263694204799
Reunion,2016-01-01,81.88919738260049
Russia,2016-01-01,60.72472212928709
Saint Kitts and Nevis,2016-01-01,76.94932372762256
Saint Lucia,2016-01-01,70.19059616256928
Saint Vincent and the Grenadines,2016-01-01,67.61351215753096
Samoa,2016-01-01,75.64315818512137
Saudi Arabia,2016-01-01,84.38555108847753
Seychelles,2016-01-01,76.65682752141235
South Korea,2016-01-01,74.79367366765275
Sri Lanka,2016-01-01,72.5292157819436
Suriname,2016-01-01,67.86356034833386
Syria,2016-01-01,73.45395537535252
Thailand,2016-01-01,79.61340868272043
Tokelau,2016-01-01,80.30141678187053
Tonga,2016-01-01,71.62369296976738
Trinidad and Tobago,2016-01-01,70.53706748667715
Tunisia,2016-01-01,82.43841751698449
Turkey,2016-01-01,82.15405201489305
Turkmenistan,2016-01-01,69.29795026824513
Turks and Caicos Islands,2016-01-01,78.9980483264266
United Arab Emirates,2016-01-01,76.7894647749235
Uzbekistan,2016-01-01,69.672034148615
